source_row_hash,kontraktsdatum,publiceringsdatum,tilltradesdatum,municipality_name,brf_org_nummer,fastighetsbeteckning,adress,slutpris,utgangspris,pris_idag,kr_per_kvm,budpremie_kr,budpremie_pct,rum,boa_kvm,vaning,vaningar,hiss,balkong,varme_gemensam,bostadstyp,byggar,nyprod,manadsavg,arsavg_per_kvm,annonstid_dagar,source_name
2b9411e19d7f37a18e115a96649fa1e73483e0ef,2021-07-15,2021-06-09,,Gävle,769639-3805,FREDRIKSSKANS 2:86,Sekatörsslingan 60,2825000,2825000,2511621,23542,0,0.0,6.0,120.0,,,False,False,False,radhus,,True,4995,500,36,VD Pro
80869e0b5c6cf04683934f368dd04be2a52a148d,2021-07-15,,,Gävle,769639-3805,FREDRIKSSKANS 2:86,Trädgårdsmästarevägen 37,2795000,2795000,2795000,23292,0,0.0,6.0,120.0,,,False,False,False,lagenhet,,True,4995,500,,VD Pro
d8beb73369d7d94b902375bf5cd78a936c697104,2021-07-15,2021-07-02,2021-08-19,Gävle,716458-5635,SÄTRA 173:2,Primulavägen 22B,1855000,1195000,1653166,16272,660000,55.23,5.0,114.0,,,False,False,False,lagenhet,1992,False,6250,658,13,VD Pro
3d34cd1312d1e9105e0abd9f64bdfae9cbe503f7,2021-07-14,2021-06-28,2021-11-24,Gävle,769614-5106,ANDERSBERG 2:2,Skogmursvägen 45 B,3300000,2995000,2933928,24265,305000,10.18,5.0,136.0,,,False,False,False,radhus,2007,False,5445,480,16,VD Pro
a33151af5c4cf123a98e50cb3f66ca194137937b,2021-07-14,2021-07-05,2021-11-22,Gävle,716413-6702,FURUVIK 33:2,Lövlundsvägen 67A,2400000,1995000,2126028,20000,405000,20.3,4.0,120.0,,,False,True,False,radhus,1990,False,6132,613,9,VD Pro
5ee5774d2ead40112be52872b119aa7d2c332db6,2021-07-14,2021-07-02,2021-10-10,Gävle,769603-5141,HEMSTA 17:21,Sveavägen 21D,1650000,1395000,1461644,34375,255000,18.27,2.0,48.0,1,2,False,False,False,lagenhet,1999,False,3512,878,12,VD Pro
44066500c9430efe4c8f0ff4097f309694f5a906,2021-07-14,2021-07-02,2021-08-10,Gävle,785000-0253,BRYNÄS 68:7,Hillmanskroken 1b,1100000,995000,974429,26829,105000,10.55,1.0,41.0,2,3,False,True,False,lagenhet,1957,False,1906,558,12,VD Pro
4c5bd098bed14bca7228d35c17bea80cf7439e9b,2021-07-13,2021-05-19,2021-08-09,Gävle,769618-4170,NORRTULL 24:9,Norra Slottsgatan 24 A,1050000,1095000,933522,33871,-45000,-4.1,1.0,31.0,2,3,False,False,True,lagenhet,1970,False,2232,864,55,VD Pro
97baa8035175986337c18252f0068702bd078388,2021-07-13,2021-06-23,2021-08-12,Gävle,769627-1118,BRYNÄS 7:3,Östra Islandsgatan 31,1595000,1595000,1412923,20822,0,0.0,3.0,76.6,4,4,True,False,False,lagenhet,1973,False,4210,660,20,VD Pro
6f02bd614a9cc9ea9aacc9b18d6f346b4b8ee7e6,2021-07-12,2021-03-30,2021-08-26,Gävle,716413-5415,NORR 30:3,Norra Skeppargatan 4,2210000,2375000,1964843,26467,-165000,-6.94,3.0,83.5,3,4,True,False,True,lagenhet,1987,False,4365,627,104,VD Pro
6905a581c64cf0f6da3cb8c31698dbbaf3c4e3c7,2021-07-12,2021-06-03,2021-08-29,Gävle,785000-1061,VÄSTER 22:10,Hantverkargatan 14C,895000,895000,795717,32545,0,0.0,1.0,27.5,,4,False,False,True,lagenhet,1942,False,2010,877,39,VD Pro
2412f559ab1ccd7563250b1e3a71839f5465dc64,2021-07-12,2021-06-15,2021-08-05,Gävle,785000-1251,SÖDERTULL 15:15,Untragatan 2A,1260000,1295000,1120227,26250,-35000,-2.7,2.0,48.0,1,3,False,False,False,lagenhet,1946,False,2351,588,27,VD Pro
7b6fe6cbb5f183fb0e81634deaea5fd66ace712c,2021-07-11,2021-07-02,2021-10-07,Gävle,785000-1210,SÖDER 33:11,Södra Centralgatan 12A,1625000,1450000,1439498,30093,175000,12.06,2.0,54.0,2,3,False,True,False,lagenhet,1956,False,3228,717,9,VD Pro
243190c2fed044ce594044accca632eb6b6b77e5,2021-07-09,2021-05-21,2021-08-17,Gävle,769621-0611,NORR 24:4,Norra Köpmangatan 8 A,1800000,1895000,1600324,30508,-95000,-5.01,2.0,59.0,3,3,False,False,True,lagenhet,1861,False,2534,515,49,VD Pro
d12c6a039825a61725e9063eb8d56fd707eb9022,2021-07-09,2021-06-22,2021-09-02,Gävle,785000-0386,VALLBACKEN 27:10,Kaserngatan 25 A,1205000,1195000,1071328,19787,10000,0.83,2.5,60.9,1,3,False,False,True,lagenhet,1947,False,3699,729,17,VD Pro
c34feee5025689f62202f6a2685aa6a614ea8544,2021-07-09,2021-06-24,2021-08-26,Gävle,785000-2622,NORRTULL 18:8,Valbogatan 31A,1695000,1695000,1506972,24565,0,0.0,3.0,69.0,3,4,True,True,False,lagenhet,1939,False,4676,813,15,VD Pro
e84b6497ec4132d9ea7109b45fc1ad036e7725e9,2021-07-09,2021-04-19,2021-08-30,Gävle,769635-8352,HEMLINGBY 73:2,Geodetgatan 33,1900000,1990000,1683106,22353,-90000,-4.52,4.0,85.0,2,3,True,True,False,lagenhet,2020,False,5022,709,81,VD Pro
5f6ec731f590bb188ec4c1395a699062fd05d7ef,2021-07-09,2021-06-24,2021-08-12,Gävle,785000-0071,BRYNÄS 60:7,Femte tvärgatan 32A,1400000,1195000,1240183,25455,205000,17.15,2.0,55.0,3,4,False,True,False,lagenhet,1958,False,2074,453,15,VD Pro
d6d57e88aeeb96a9824f0774164f48a4ef225919,2021-07-08,2021-07-06,2021-10-24,Gävle,716413-4251,BJÖRSJÖ 27:1,Hövdingavägen 7C,1800000,,1604150,22785,,,3.0,79.0,1,1,False,False,False,villa,1982,False,4697,713,2,VD Pro
91bc22a7bf31c817358603f87230e24db46f35b4,2021-07-08,2021-05-24,2021-09-14,Gävle,785000-1566,SÖDER 56:9,Södra Slottsgatan 22 D,1475000,1295000,1311377,27015,180000,13.89,2.0,54.6,2,3,True,False,True,lagenhet,1961,False,3147,692,45,VD Pro
036d0e548d2055f24844381aa604d2eb680f7f44,2021-07-08,2021-07-06,2021-09-13,Gävle,785000-2127,SÄTRA 19:3,Ulvsmygen 1,1250000,950000,1113993,15244,300000,31.57,3.0,82.0,3,5,True,False,True,lagenhet,1967,False,3815,558,2,VD Pro
f5d3b8e23c7ae6c21b7ba09f729dadec5809845b,2021-07-08,2021-08-03,2021-11-30,Gävle,716413-6702,FURUVIK 33:2,Lövlundsvägen 81A,1800000,,1594521,21176,,,3.0,85.0,1,,False,False,False,lagenhet,1991,False,5585,788,-26,VD Pro
47fbfc10cb192d4c3f6a2a194bfe3e63e4779e27,2021-07-08,2021-06-18,2021-08-15,Gävle,785000-0386,VALLBACKEN 27:10,Kaserngatan 23B,1260000,1095000,1120227,30000,165000,15.06,2.0,42.0,1,3,False,True,False,lagenhet,1947,False,2843,812,20,VD Pro
61144397c0d57a130386164c7667d8d074150df3,2021-07-07,2020-08-05,2021-08-05,Gävle,785000-1590,NORRTULL 18:6,Norra Kungsgatan 35 B,1100000,1195000,977976,19643,-95000,-7.94,2.0,56.0,1,5,True,False,False,lagenhet,1943,False,3732,800,336,VD Pro
877be2b5d227424daea035544509ce2645e2e289,2021-07-07,2021-06-09,2021-08-18,Gävle,785000-0303,FORSBACKA 3:2,Esplanaden 4,660000,495000,588188,12110,165000,33.33,2.0,54.5,3,3,False,False,True,lagenhet,1955,False,3976,875,28,VD Pro
396489081144a2157611ab6e291b34144405ae38,2021-07-07,2021-06-15,2021-09-01,Gävle,785000-2408,KRISTINELUND 3:9,Solgårdsgatan 20A,850000,750000,757515,19318,100000,13.33,2.0,44.0,2,3,False,False,False,lagenhet,1962,False,2452,669,22,VD Pro
fde3c991c8f6d1ad7ca4a62c0f04063832fde387,2021-07-06,2021-07-06,2021-09-06,Gävle,785000-2127,SÄTRA 19:5,Norrbågen 47 B,1300000,1290000,1158553,13333,10000,0.77,4.0,97.5,3,3,False,False,True,lagenhet,1967,False,4360,537,0,VD Pro
776eba64cee523006afc66a358e315cf77702a55,2021-07-05,2021-04-07,2021-09-28,Gävle,785000-3281,SÖDERTULL 41:9,Sörbygatan 67 F,1040000,1050000,921279,27013,-10000,-0.95,2.0,38.5,1,4,True,False,True,lagenhet,,False,1862,580,89,VD Pro
c049855e2df5825314fd4829ddc169b386e742a7,2021-07-05,2021-07-05,2021-10-03,Gävle,716413-3774,HEMLINGBY 33:7,Märgelvägen 6 B,2700000,2400000,2391782,34395,300000,12.5,3.0,78.5,,,False,False,False,radhus,1981,False,3392,519,0,VD Pro
10a18468efaf8c4d6b5af1f0c2ab237e2925a713,2021-07-03,2020-12-07,2021-11-11,Gävle,769631-6335,STRÖMSBRO 65:6,Skolgatan 4C,2625000,2195000,2333807,34091,430000,19.58,3.0,77.0,1,2,False,False,False,lagenhet,,False,3786,590,207,VD Pro
da4b187b1a7aabf86e6b7b272d23d21683c87126,2021-07-03,2021-04-26,2021-08-08,Gävle,785000-0022,VÄSTER 21:3,Hantverkargatan 6B,1280000,1195000,1138008,32821,85000,7.11,2.0,39.0,1,4,False,True,False,lagenhet,1960,False,2402,739,68,VD Pro
ce2b16bf9e9ada07c67feb44e840304dfee94aff,2021-07-02,2021-06-17,2021-08-05,Gävle,785000-1061,VÄSTER 22:10,Kaplansgatan 19 B,1500000,1450000,1333604,37500,50000,3.44,2.0,40.0,1,3,False,False,False,lagenhet,1943,False,2305,692,15,VD Pro
f4bf8b4f92c20cefaae7d708959a281529550f30,2021-07-02,2021-01-19,2021-09-26,Gävle,716413-5647,NORRTULL 23:9,Kansligränd 12 A,2200000,1995000,1955952,27027,205000,10.27,3.0,81.4,2,5,True,False,False,lagenhet,1987,False,5338,787,163,VD Pro
7cf62c9f4dc1c18084810ebd1b73651c82e748e7,2021-07-02,2021-06-20,2021-09-05,Gävle,785000-0352,VÄSTER 24:19,Byggmästargatan 6 B,1595000,1595000,1418065,28739,0,0.0,2.0,55.5,2,3,False,False,True,lagenhet,1952,False,3014,652,12,VD Pro
80b98cec46e6e7946f4f1ded059973518a35d14a,2021-07-02,2021-06-23,2021-11-04,Gävle,785000-3356,SÖDER 42:2,Södra kopparslagargatan 13C,2450000,2295000,2170320,22897,155000,6.75,4.0,107.0,3,4,True,True,False,lagenhet,1978,False,4516,506,9,VD Pro
a7de1692a2bd700f75f4d9b4d640d1dc0cc57456,2021-07-01,,2021-07-22,Gävle,785000-2085,SÖDER 75:5,Södra Kansligatan 32,1500000,1500000,1330401,22222,0,0.0,3.0,67.5,5,7,True,False,False,lagenhet,,False,3120,555,,VD Pro
15603a5bc03c0bda501a21371b21fd31fc7182a1,2021-07-01,2021-06-04,2021-11-09,Gävle,716413-3758,BJÖRSJÖ 36:1,Trumslagarvägen 12 A,1450000,1450000,1304655,13551,0,0.0,4.0,107.0,,,False,False,True,radhus,1982,False,7471,838,27,VD Pro
ed1925a9d711b1c3ff86e7a91bba8b64d099f405,2021-07-01,,,Gävle,769639-3805,FREDRIKSSKANS 2:86,Trädgårdsmästarevägen 25,2850000,2850000,2850000,23750,0,0.0,6.0,120.0,,,False,False,False,lagenhet,,True,4995,500,,VD Pro
c8c4087e38911370cd48ff866874123ee53b4f99,2021-07-01,2021-04-12,2021-08-08,Gävle,769623-1690,ALDERHOLMEN 5:13,Stuvaregatan 52,2150000,1995000,1906908,37719,155000,7.76,2.0,57.0,3,5,True,True,False,lagenhet,2014,False,3108,654,80,VD Pro
859daae3981c09a15eea3f9b7c1068e601c1190a,2021-06-30,2021-06-16,2021-07-27,Gävle,716413-3634,STIGSLUND 36:1,Laxgången 26 D,1715000,1595000,1521091,26385,120000,7.52,2.0,65.0,1,2,False,False,False,lagenhet,1983,False,3826,706,14,VD Pro
925cc3719cba882cfec4816cbd6e2c7eab4f4a1c,2021-06-30,2021-06-18,2021-09-05,Gävle,769629-5596,VALLBACKEN 6:7,Karlavägen 16,2100000,1995000,1862561,34711,105000,5.26,2.0,60.5,2,3,False,False,False,lagenhet,1936,False,3107,616,12,VD Pro
cb5f9d9697389025dd7241249f56d0705cc6e815,2021-06-30,2021-06-16,2021-08-30,Gävle,785000-3091,HÖJERSDAL 12:2,Stubbrättsvägen 4A,2670000,2550000,2368113,28404,120000,4.7,4.0,94.0,,,False,False,True,radhus,1967,False,4729,604,14,VD Pro
670201bf9769577185b6e6f905ef3c7e1acc590d,2021-06-30,2021-06-22,2021-08-31,Gävle,716413-6702,FURUVIK 33:2,Lövlundsvägen 47 B,2150000,1490000,1896770,30282,660000,44.29,2.0,71.0,,,False,False,False,lagenhet,1991,False,5088,860,8,VD Pro
e53713e33fba4013b05efbaeb54ebe8bebda19b6,2021-06-30,2021-05-14,2021-08-08,Gävle,785000-2077,SÖDERTULL 16:15,Fleminggatan 16C,1395000,1395000,1237272,27353,0,0.0,2.0,51.0,2,3,False,True,False,lagenhet,1944,False,4298,1011,47,VD Pro
f336be54e66d752503e1004b3e4b14c9676c136c,2021-06-30,2021-06-18,,Gävle,785000-1566,SÖDER 56:9,Södra slottsgatan 22A,1550000,1550000,1374747,28704,0,0.0,2.0,54.0,2,3,True,True,False,lagenhet,1961,False,2684,596,12,VD Pro
02bb3dcb77b403d615f726fafd38af64f1c0f29c,2021-06-29,2021-06-25,2021-09-01,Gävle,769631-9818,SÖDER 10:7,Timmermansgatan 13,2125000,2050000,1884734,39352,75000,3.65,2.0,54.0,3,6,True,False,False,lagenhet,2017,False,3080,684,4,VD Pro
258493c9cbacf04f1648109fc5356fd499f41c3e,2021-06-29,2021-04-14,2021-08-31,Gävle,785000-3281,SÖDERTULL 41:9,Sörbygatan 67 F,1230000,1350000,1085129,16622,-120000,-8.88,3.0,74.0,3,4,True,False,True,lagenhet,1971,False,3416,554,76,VD Pro
88ce36a3c8004c11be333030044e2bf65f270c3d,2021-06-29,2021-05-26,2021-08-04,Gävle,785000-2002,SÖDERTULL 27:10,Fleminggatan 31 E,1880000,1995000,1658571,25000,-115000,-5.76,3.0,75.2,1,3,False,False,True,lagenhet,1961,False,3012,481,34,VD Pro
d97f7effac1a50189995026cfb8c15b817211454,2021-06-29,2021-03-23,2021-07-15,Gävle,785000-2614,STIGSLUND 43:5,Furumovägen 12,1200000,1250000,1064320,29268,-50000,-4.0,1.0,41.0,5,9,True,False,False,lagenhet,1959,False,1995,584,97,VD Pro
1f1ceb8d3a5069b27b0c6d18652b3c6723ccce17,2021-06-29,2021-06-13,2021-07-14,Gävle,785000-1442,NORRTULL 27:20,Hantverkargatan 30,1390000,1390000,1232838,29079,0,0.0,1.5,47.8,1,4,False,False,True,lagenhet,1961,False,1998,502,16,VD Pro
9b0f9026c5769663f9167988ee2b68af8c5bce63,2021-06-28,2021-06-15,2021-08-29,Gävle,785000-2614,STIGSLUND 43:5,Furumovägen 10,1677000,1495000,1487388,23324,182000,12.17,3.0,71.9,8,9,True,False,True,lagenhet,1959,False,3029,506,13,VD Pro
3003d41032d110fe4db20411a219ee78bad52838,2021-06-28,2021-02-28,2021-09-14,Gävle,785000-0055,BRYNÄS 60:9,Brynäsgränd 17,1295000,1295000,1142473,17267,0,0.0,3.0,75.0,1,4,False,False,False,lagenhet,1964,False,3264,522,119,VD Pro
e31353d7415978516ff30cc0f2b521d7bd01fc96,2021-06-27,2021-06-23,2021-08-26,Gävle,716413-4426,BJÖRSJÖ 30:63,Vikingavägen 39C,2300000,1895000,2069453,18254,405000,21.37,5.0,126.0,,,False,False,False,ovrigt,1982,False,6633,632,4,VD Pro
b728af11468975a203ea627db4f6f7885184aa5d,2021-06-27,2021-06-23,2021-09-14,Gävle,785000-2002,SÖDERTULL 27:10,Fleminggatan 27 B,1620000,1395000,1429194,24071,225000,16.12,3.0,67.3,1,3,False,False,True,lagenhet,1961,False,2789,497,4,VD Pro
6fe9dc8fbda783168418d376d16f91aa9ad2929e,2021-06-24,2021-06-15,2021-08-25,Gävle,785000-3364,BRYNÄS 52:1,Första Tvärgatan 19 A,1970000,1495000,1737970,20521,475000,31.77,4.0,96.0,4,6,True,False,True,lagenhet,1979,False,3758,470,9,VD Pro
11062ebc96aa6a5cb01f8de81ba91e0567279c68,2021-06-24,2020-04-02,2021-07-22,Gävle,785000-2341,SÖDER 55:4,Södra Stapeltorgsgatan 26,1790000,1650000,1587611,35800,140000,8.48,2.0,50.0,2,3,False,False,True,lagenhet,1957,False,2769,665,448,VD Pro
be8bdb9e398a0048b38498a6accf8cd1c8344ed7,2021-06-24,2021-06-23,2021-07-22,Gävle,785000-0279,FORSBACKA 3:3,Storgatan 20 B,230000,195000,206945,8127,35000,17.94,1.0,28.3,2,3,False,False,True,lagenhet,1958,False,1733,735,1,VD Pro
7a86e7c2b088d1067bc298d508aed038ac8d3ce9,2021-06-24,2021-03-30,2021-08-29,Gävle,769608-5872,NORRSUNDET 15:130,Havsvägen 13B,395000,395000,355406,5197,0,0.0,3.0,76.0,2,2,False,False,False,lagenhet,1971,False,3306,522,86,VD Pro
277e13e7df8723920444b37620cebd0dbc833d71,2021-06-24,2021-05-07,,Gävle,769632-0022,,Ordslingan,2950000,2950000,2602545,29208,0,0.0,4.0,101.0,,2,False,False,False,radhus,2023,False,4772,567,48,VD Pro
60785fc6c1d7b16f5202c44a141d6bf919219458,2021-06-24,2021-06-11,2021-07-28,Gävle,785000-1129,VÄSTER 19:5,Hantverkargatan 11A,1390000,1350000,1232838,33902,40000,2.96,2.0,41.0,1,3,False,True,False,lagenhet,1935,False,2228,652,13,VD Pro
b8f717bc607b8a73e5d9427675577141dc7228f2,2021-06-24,2021-06-24,2021-09-14,Gävle,785000-2721,SÖDER 45:5,Södra Stapeltorgsgatan  20B,1950000,,1950000,26351,,,3.0,74.0,1,3,False,True,False,lagenhet,1955,False,3396,551,0,VD Pro
0fe2782c25c31c8cd44531116cb6e94203cd4b1f,2021-06-23,2021-04-29,2021-08-03,Gävle,785000-0410,VÄSTER 10:2,Engelbrektsgatan 15,625000,650000,554333,18657,-25000,-3.84,2.0,33.5,3,3,False,False,False,lagenhet,1945,False,1979,709,55,VD Pro
e9765cc20b89232e0e6c66dbc1fd8420e711e636,2021-06-23,2020-09-22,2021-07-18,Gävle,769633-0302,VÄSTER 8:2,Brändströmsgatan 3 B,840000,850000,745024,32308,-10000,-1.17,1.0,26.0,1,4,False,False,False,lagenhet,1950,False,2006,926,274,VD Pro
de68b07ff56afcb32df90362e39310ea42322ec0,2021-06-23,2020-10-22,2021-07-08,Gävle,785000-1228,SÖDER 41:6,Södra Köpmangatan 13 A,1095000,1095000,966029,27375,0,0.0,1.0,40.0,1,3,False,False,False,lagenhet,1962,False,2087,626,244,VD Pro
ad0ec7ea604fe117fe8871e597ca31e1d0cff8d0,2021-06-23,2021-06-09,2021-09-26,Gävle,716413-4251,BJÖRSJÖ 28:1,Hövdingavägen 41C,1850000,1495000,1664560,23418,355000,23.74,3.0,79.0,,,False,False,False,villa,1982,False,4697,713,14,VD Pro
dd90fab62f929ab678db1644af01546b49eb4f6d,2021-06-23,2021-06-09,2021-09-23,Gävle,716413-5480,SÄTRA 168:1,Vinbärsvägen 189 C,1340000,1195000,1205681,12072,145000,12.13,4.0,111.0,,,False,False,False,radhus,1989,False,6130,663,14,VD Pro
f653a236320f898b1ea94646f1c1c85345a04211,2021-06-22,2021-06-03,2021-09-27,Gävle,716413-6611,ALDERHOLMEN 38:6,Stuvaregatan 23,1640000,1695000,1454571,26452,-55000,-3.24,2.0,62.0,1,2,True,True,False,lagenhet,2007,False,4754,920,19,VD Pro
3ea2f742411e00a19ce989a1131fba800f896803,2021-06-22,2021-06-10,2021-07-22,Gävle,785000-3315,BRYNÄS 67:8,Hillmansgatan 11B,1500000,1395000,1323328,19481,105000,7.52,3.0,77.0,3,3,False,False,False,lagenhet,1969,False,3388,528,12,VD Pro
57f34ca06664fa57e6a948147048a74fdc4582f0,2021-06-22,2021-06-16,2021-09-23,Gävle,716413-4079,BJÖRSJÖ 40:1,Pukslagarvägen 88,1585000,1495000,1426123,14953,90000,6.02,4.0,106.0,,,False,False,True,radhus,1983,False,7428,841,6,VD Pro
ab63888a88da9f71ce6701693950955d74baeadb,2021-06-21,2021-03-09,2021-09-12,Gävle,785000-1608,BRYNÄS 79:8,Hillmansgatan 16B,1395000,1395000,1230695,22869,0,0.0,2.0,61.0,1,3,False,True,False,lagenhet,1963,False,3111,612,103,VD Pro
5a7dc45bf1c60ee4ab1f59c6270262566603b35b,2021-06-21,2021-05-25,2021-08-29,Gävle,785000-3323,BRYNÄS 68:13,Hillmanskroken 5A,895000,895000,789585,19889,0,0.0,1.0,45.0,2,3,False,True,False,lagenhet,1972,False,2351,627,27,VD Pro
62a5abdf9168348091f7b647d5e40db0c30c9f43,2021-06-21,2021-06-04,2021-07-08,Gävle,716458-5692,NORRSUNDET 15:117,Egnahemsgatan 4A,660000,575000,593843,7719,85000,14.78,3.0,85.5,0,,False,False,False,radhus,1991,False,5007,703,17,VD Pro
872ac3634a3393a0b5f0b33e5b4a665531c2d39e,2021-06-21,2021-06-02,2021-10-14,Gävle,785000-0774,STIGSLUND 50:4,Källbacksvägen 7A,1550000,1495000,1374747,25493,55000,3.67,3.0,60.8,1,3,False,False,False,lagenhet,1962,False,3892,768,19,VD Pro
8c83a80a12fe6d496742f4745dd543fdf27b3fd9,2021-06-21,2021-06-08,2021-08-31,Gävle,716413-3758,BJÖRSJÖ 37:1,Trumslagarvägen 25A,1350000,1350000,1214679,14595,0,0.0,4.0,92.5,,,False,False,True,radhus,,False,6785,880,13,VD Pro
e1efb00ade95309182b27b372f1bd0002a81c9be,2021-06-21,2021-06-11,,Gävle,716413-6520,LILLHAGEN 37:1,Norra Norelundsvägen 1B,1560000,1195000,1403629,24375,365000,30.54,2.0,64.0,,,False,False,True,radhus,1989,False,4494,843,10,VD Pro
2abb28aff471bb4224e59f8423be8a58d3428c7d,2021-06-21,2021-05-19,2021-09-06,Gävle,769608-5872,NORRSUNDET 15:130,Havsvägen 13 B,500000,495000,449881,6579,5000,1.01,3.0,76.0,1,2,False,False,True,lagenhet,1971,False,3290,519,33,VD Pro
bf8fe96ee2830074e77670da00b5d0c1c87612f6,2021-06-21,2021-06-21,2021-10-27,Gävle,785000-3265,VARVA 7:47,Spartallsvägen 77,3050000,2490000,2744275,27330,560000,22.48,5.0,111.6,,,False,False,True,radhus,1971,False,4350,468,0,VD Pro
d10a84d3e530725742938946a90bd5b373a963e3,2021-06-21,2021-06-23,2021-08-02,Gävle,785000-0600,STIGSLUND 42:3,Furumovägen 31 D,2360000,1850000,2093164,27126,510000,27.56,4.0,87.0,,,False,False,True,radhus,1960,False,5000,690,-2,VD Pro
00d52c4550dce2f2efa27be53d7b6d4cf29c9fe2,2021-06-21,,,Gävle,769639-3805,FREDRIKSSKANS 2:86,Trädgårdsmästarevägen 39,2795000,2795000,2795000,23292,0,0.0,6.0,120.0,,,False,False,False,lagenhet,,True,4995,500,,VD Pro
435ea2d046d6ff0231c21d118451ba657ca2e531,2021-06-21,2021-06-08,2021-09-19,Gävle,785000-2127,SÄTRA 19:3,Ulvsmygen 3,1575000,1295000,1417125,19565,280000,21.62,3.0,80.5,5,5,True,False,True,lagenhet,1967,False,3766,561,13,VD Pro
e9c6362f63e965cd89b5f5c21a6f89d7757cb822,2021-06-21,2021-06-04,2021-07-22,Gävle,785000-2002,SÖDERTULL 27:10,Fleminggatan 27A,1450000,1395000,1279217,26852,55000,3.94,2.0,54.0,2,3,False,True,False,lagenhet,1960,False,2409,535,17,VD Pro
345976bcf10787809ee2b22f28080d55e2b0e093,2021-06-18,2021-04-07,2021-07-22,Gävle,716413-3683,BJÖRSJÖ 26:1,Topasvägen 3C,1080000,1150000,971743,16241,-70000,-6.08,2.0,66.5,2,2,False,False,True,lagenhet,,False,4291,774,72,VD Pro
76d6f4a1ea1d92f668555cf0b3441585e7b198e3,2021-06-18,2021-05-07,,Gävle,769632-0022,,Ordslingan,2795000,2795000,2465801,27673,0,0.0,4.0,101.0,,2,False,False,False,radhus,2023,False,4772,567,42,VD Pro
171c192ba255b5236e49e7492a618ff80e19abfd,2021-06-18,2021-04-14,2021-07-21,Gävle,769621-0611,NORR 24:4,Drottninggatan 25,1495000,1495000,1325966,24508,0,0.0,1.0,61.0,4,4,True,False,True,lagenhet,1929,False,3026,595,65,VD Pro
f1d0331b1ee3579e094f6481b78b3637f1f4a28e,2021-06-18,2021-06-16,2021-07-15,Gävle,785000-2101,SÖDER 61:8,Södra Rådmansgatan 29 A,1650000,1475000,1455660,24812,175000,11.86,3.0,66.5,2,3,False,False,True,lagenhet,1955,False,3705,669,2,VD Pro
062ffc4ab47fd8904884e4ea0f8bd38b59525f90,2021-06-18,2021-06-04,2021-09-02,Gävle,716413-4863,BRYNÄS 83:4,Brynäsgatan 91,1375000,950000,1213050,16768,425000,44.73,4.0,82.0,3,3,True,True,False,lagenhet,,False,5152,754,14,VD Pro
3c30865e0f5410b6058f471edb3ee0a83da61e41,2021-06-17,2021-06-01,2021-08-31,Gävle,769631-4751,ALDERHOLMEN 5:25,Kopragränd 3,2150000,2250000,1906908,26543,-100000,-4.44,3.0,81.0,3,5,True,False,False,lagenhet,2017,False,4416,654,16,VD Pro
fb44ed169394d6c8013e9604948b37a1f38deaf5,2021-06-17,2021-06-08,2021-08-02,Gävle,785000-0352,VÄSTER 24:19,Byggmästargatan 6B,1350000,1250000,1197360,32927,100000,8.0,1.0,41.0,2,3,False,True,False,lagenhet,,False,2041,597,9,VD Pro
e907293f391a92b8606d586914d5b065c00aaf72,2021-06-17,2021-06-05,2021-07-04,Gävle,785000-0410,VÄSTER 10:5,Brändströmsgatan 11B,1475000,1375000,1308227,29500,100000,7.27,2.0,50.0,2,3,False,False,True,lagenhet,1945,False,3103,745,12,VD Pro
205827724470daa7dfbe4f914e9dec32f523474a,2021-06-17,2021-06-07,2021-09-21,Gävle,785000-1061,VÄSTER 22:10,Kaplansgatan 19B,1800000,1495000,1596481,35294,305000,20.4,2.0,51.0,2,3,False,False,True,lagenhet,,False,2978,701,10,VD Pro
84f016c4a967b2adbafcd5ce8303249cedc8adf6,2021-06-17,2021-06-21,2021-11-21,Gävle,769631-1468,NORRTULL 19:5,Valbogatan 23 B,2050000,1890000,1818214,34167,160000,8.46,2.0,60.0,1,3,False,False,True,lagenhet,1936,False,3289,658,-4,VD Pro
4d297b6df49e5252adef83eba5ed424cb504318a,2021-06-16,2021-06-16,2021-08-29,Gävle,785000-3141,SÄTRA 80:1,Fältspatvägen 44,1300000,1190000,1169691,16250,110000,9.24,3.0,80.0,3,4,True,False,True,lagenhet,1969,False,3684,553,0,VD Pro
4cc9d1f71c9b76821ea3d3224c1419dd96e03426,2021-06-16,2021-06-04,2021-08-15,Gävle,785000-2176,BRYNÄS 46:1,Femte Tvärgatan 17A,780000,795000,688130,20000,-15000,-1.88,1.0,39.0,3,3,False,True,False,lagenhet,1960,False,2618,806,12,VD Pro
d44c497f6cc787b2bbde52715794c776b3699ae9,2021-06-16,2021-05-29,2021-07-21,Gävle,716413-4244,BRYNÄS 10:7,Brynäsgatan 8A,750000,795000,661664,11905,-45000,-5.66,2.0,63.0,1,5,True,False,False,lagenhet,1982,False,4050,771,18,VD Pro
0c225b534fdd87d17aac3eefc25c7470a4396d84,2021-06-16,2021-05-21,2021-09-23,Gävle,785000-2044,SÖDER 43:5,Waldenströmsplan 2A,1780000,1805000,1570349,24722,-25000,-1.38,3.0,72.0,3,3,False,True,False,lagenhet,1963,False,3479,580,26,VD Pro
